x,y,z
-0.015869140625,0.896728515625,-0.103515625
-0.00634765625,0.8935546875,-0.147216796875
-0.00634765625,0.8935546875,-0.147216796875
-0.02197265625,0.9326171875,-0.10400390625
-0.02197265625,0.9326171875,-0.10400390625
-0.078369140625,0.944580078125,-0.126220703125
-0.078369140625,0.944580078125,-0.126220703125
-0.047119140625,0.979248046875,-0.114990234375
-0.047119140625,0.979248046875,-0.114990234375
0.022216796875,1.0068359375,-0.096435546875
-0.009033203125,1.02685546875,-0.078369140625
-0.009033203125,1.02685546875,-0.078369140625
-0.052490234375,1.033935546875,-0.114501953125
-0.052490234375,1.033935546875,-0.114501953125
-0.07568359375,0.994873046875,-0.125732421875
-0.07568359375,0.994873046875,-0.125732421875
-0.073974609375,1.017822265625,-0.114013671875
-0.00244140625,1.014404296875,-0.137939453125
-0.00244140625,1.014404296875,-0.137939453125
0.07958984375,1.015625,-0.08349609375
0.07958984375,1.015625,-0.08349609375
0.111083984375,0.9951171875,-0.107666015625
0.135498046875,1.001953125,-0.09716796875
0.135498046875,1.001953125,-0.09716796875
0.053955078125,0.9501953125,-0.10595703125
0.053955078125,0.9501953125,-0.10595703125
0.00439453125,0.931884765625,-0.10205078125
0.00439453125,0.931884765625,-0.10205078125
-0.022216796875,0.88134765625,-0.1396484375
0.0009765625,0.8896484375,-0.098388671875
0.0009765625,0.8896484375,-0.098388671875
-0.019287109375,0.884765625,-0.127685546875
-0.019287109375,0.884765625,-0.127685546875
-0.04248046875,0.9365234375,-0.078125
-0.04248046875,0.9365234375,-0.078125
-0.0888671875,0.962646484375,-0.117919921875
-0.0888671875,0.962646484375,-0.117919921875
-0.029052734375,1.014892578125,-0.09033203125
0.045654296875,1.03955078125,-0.069580078125
0.045654296875,1.03955078125,-0.069580078125
-0.0029296875,1.055908203125,-0.0576171875
-0.0029296875,1.055908203125,-0.0576171875
-0.056884765625,1.04833984375,-0.11328125
-0.0791015625,1.03369140625,-0.09814453125
0.000244140625,1.030029296875,-0.11376953125
0.000244140625,1.030029296875,-0.11376953125
0.077392578125,1.03515625,-0.080078125
0.077392578125,1.03515625,-0.080078125
0.100341796875,1.02392578125,-0.09521484375
0.100341796875,1.02392578125,-0.09521484375
0.126953125,1.02197265625,-0.0947265625
0.0673828125,0.96533203125,-0.104248046875
0.0673828125,0.96533203125,-0.104248046875
0.0224609375,0.94384765625,-0.113037109375
0.0224609375,0.94384765625,-0.113037109375
-0.013427734375,0.89404296875,-0.13427734375
-0.013427734375,0.89404296875,-0.13427734375
0.000732421875,0.90771484375,-0.09130859375
-0.027099609375,0.90576171875,-0.130859375
-0.027099609375,0.90576171875,-0.130859375
-0.05419921875,0.953369140625,-0.079833984375
-0.05419921875,0.953369140625,-0.079833984375
-0.095703125,0.975830078125,-0.112060546875
-0.095703125,0.975830078125,-0.112060546875
-0.011474609375,1.05029296875,-0.067138671875
-0.05859375,1.036376953125,-0.118896484375
-0.05859375,1.036376953125,-0.118896484375
-0.0693359375,1.009033203125,-0.1171875
-0.0693359375,1.009033203125,-0.1171875
-0.0576171875,1.029052734375,-0.114990234375
-0.0576171875,1.029052734375,-0.114990234375
-0.001220703125,1.0283203125,-0.124755859375
0.046630859375,1.036376953125,-0.0869140625
0.046630859375,1.036376953125,-0.0869140625
0.06494140625,1.030517578125,-0.096923828125
0.06494140625,1.030517578125,-0.096923828125
0.10595703125,1.026611328125,-0.102294921875
0.10595703125,1.026611328125,-0.102294921875
0.06689453125,0.96142578125,-0.1025390625
0.035400390625,0.92138671875,-0.126220703125
0.035400390625,0.92138671875,-0.126220703125
-0.0029296875,0.866943359375,-0.1435546875
-0.0029296875,0.866943359375,-0.1435546875
-0.003173828125,0.876708984375,-0.1142578125
-0.003173828125,0.876708984375,-0.1142578125
-0.03515625,0.88232421875,-0.138916015625
-0.091796875,0.9599609375,-0.129638671875
-0.028564453125,1.007080078125,-0.098876953125
-0.028564453125,1.007080078125,-0.098876953125
0.04248046875,1.017578125,-0.091552734375
-0.001220703125,1.02880859375,-0.086669921875
-0.001220703125,1.02880859375,-0.086669921875
